# Created by ensembl_prep v1.2.0 based on Ensembl release 75 (genome build GRCh37)
ENSG	GENE	ENST
ENSG00000117505	DR1	ENST00000370272
ENSG00000100632	ERH	ENST00000557016
ENSG00000117507	FMO6P	ENST00000236166
ENSG00000113088	GZMK	ENST00000231009
ENSG00000188878	FBF1	ENST00000319129
ENSG00000174099	MSRB3	ENST00000355192
ENSG00000196946	ZNF705A	ENST00000359286
ENSG00000196944	OR2T4	ENST00000366475
ENSG00000196943	NOP9	ENST00000267425
ENSG00000137409	MTCH1	ENST00000373627
ENSG00000196415	PRTN3	ENST00000234347
ENSG00000174093	RP11-1407O15.2	ENST00000312412
ENSG00000154928	EPHB1	ENST00000398015
ENSG00000213057	C1orf220	ENST00000319387
ENSG00000165061	ZMAT4	ENST00000297737
ENSG00000164221	CCDC112	ENST00000379611
ENSG00000164220	F2RL2	ENST00000296641
ENSG00000128573	FOXP2	ENST00000408937
ENSG00000198077	CYP2A7	ENST00000301146
ENSG00000178295	GEN1	ENST00000381254
ENSG00000100239	PPP6R2	ENST00000395741
ENSG00000060138	YBX3	ENST00000228251
ENSG00000088247	KHSRP	ENST00000398148
ENSG00000155034	FBXL18	ENST00000382368
ENSG00000162843	WDR64	ENST00000366552
ENSG00000058063	ATP11B	ENST00000323116
ENSG00000044012	GUCA2B	ENST00000372581
ENSG00000100721	TCL1A	ENST00000402399
ENSG00000175946	KLHL38	ENST00000325995
ENSG00000120211	INSL4	ENST00000239316
ENSG00000197540	GZMM	ENST00000264553
ENSG00000231852	CYP21A2	ENST00000418967
ENSG00000120742	SERP1	ENST00000479209
ENSG00000231850	GAGE2B	ENST00000381725
ENSG00000168348	INSM2	ENST00000307169
ENSG00000185262	UBALD2	ENST00000327490
ENSG00000197548	ATG7	ENST00000354449
ENSG00000180818	HOXC10	ENST00000303460
ENSG00000167528	ZNF641	ENST00000544117
ENSG00000144214	LYG1	ENST00000409448
ENSG00000184860	SDR42E1	ENST00000328945
ENSG00000176945	MUC20	ENST00000447234
ENSG00000176946	THAP4	ENST00000407315
ENSG00000107719	PALD1	ENST00000263563
ENSG00000206150	RNASE13	ENST00000382951
ENSG00000166833	NAV2	ENST00000396087
ENSG00000134440	NARS	ENST00000256854
ENSG00000229972	IQCF3	ENST00000456080
ENSG00000174891	RSRC1	ENST00000295930
ENSG00000156959	LHFPL4	ENST00000287585
ENSG00000204965	PCDHA5	ENST00000529859
ENSG00000113763	UNC5A	ENST00000329542
ENSG00000204963	PCDHA7	ENST00000525929
ENSG00000204962	PCDHA8	ENST00000531613
ENSG00000204961	PCDHA9	ENST00000532602
ENSG00000204960	BLACE	ENST00000378120
ENSG00000125538	IL1B	ENST00000263341
ENSG00000174898	CATSPERD	ENST00000381624
ENSG00000178127	NDUFV2	ENST00000318388
ENSG00000008405	CRY1	ENST00000008527
ENSG00000180957	PITPNB	ENST00000455418
ENSG00000189127	ANKRD34B	ENST00000338682
ENSG00000204969	PCDHA2	ENST00000526136
ENSG00000112936	C7	ENST00000313164
ENSG00000143473	KCNH1	ENST00000271751
ENSG00000167526	RPL13	ENST00000393099
ENSG00000143476	DTL	ENST00000366991
ENSG00000143479	DYRK3	ENST00000367109
ENSG00000134278	SPIRE1	ENST00000409402
ENSG00000182816	KRTAP13-2	ENST00000399889
ENSG00000189120	SP6	ENST00000536300
ENSG00000075415	SLC25A3	ENST00000228318
ENSG00000179709	NLRP8	ENST00000291971
ENSG00000163646	CLRN1	ENST00000328863
ENSG00000075413	MARK3	ENST00000429436
ENSG00000140992	PDPK1	ENST00000342085
ENSG00000256771	ZNF253	ENST00000589717
ENSG00000139746	RBM26	ENST00000438724
ENSG00000167522	ANKRD11	ENST00000301030
ENSG00000143248	RGS5	ENST00000530507
ENSG00000140853	NLRC5	ENST00000262510
ENSG00000160145	KALRN	ENST00000240874
ENSG00000160410	SHKBP1	ENST00000291842
ENSG00000140876	NUDT7	ENST00000268533
ENSG00000064726	BTBD1	ENST00000261721
ENSG00000013297	CLDN11	ENST00000064724
ENSG00000166225	FRS2	ENST00000299293
ENSG00000261594	TPBGL	ENST00000562197
ENSG00000134339	SAA2	ENST00000526900
ENSG00000072506	HSD17B10	ENST00000168216
ENSG00000203392	AC105020.1	ENST00000435356
ENSG00000140995	DEF8	ENST00000268676
ENSG00000072501	SMC1A	ENST00000322213
ENSG00000134183	GNAT2	ENST00000351050
ENSG00000069712	KIAA1107	ENST00000370378
ENSG00000123569	H2BFWT	ENST00000217926
ENSG00000269360	AC112693.2	ENST00000599897
ENSG00000134186	PRPF38B	ENST00000370025
ENSG00000134184	GSTM1	ENST00000309851
ENSG00000233434	BX649567.1	ENST00000543078
ENSG00000160201	U2AF1	ENST00000291552
ENSG00000160200	CBS	ENST00000398165
ENSG00000188554	NBR1	ENST00000422280
ENSG00000134825	TMEM258	ENST00000537328
ENSG00000105662	CRTC1	ENST00000338797
ENSG00000011052	NME2	ENST00000393193
ENSG00000137760	ALKBH8	ENST00000428149
ENSG00000119541	VPS4B	ENST00000238497
ENSG00000188655	RNASE9	ENST00000404716
ENSG00000167525	PROCA1	ENST00000301039
ENSG00000260970	RP11-295D22.1	ENST00000565320
ENSG00000226894	TMPRSS11BNL	ENST00000432593
ENSG00000151353	TMEM18	ENST00000281017
ENSG00000037042	TUBG2	ENST00000251412
ENSG00000215845	TSTD1	ENST00000423014
ENSG00000160207	HSF2BP	ENST00000291560
ENSG00000078487	ZCWPW1	ENST00000398027
ENSG00000156374	PCGF6	ENST00000369847
ENSG00000096654	ZNF184	ENST00000211936
ENSG00000042753	AP2S1	ENST00000263270
ENSG00000172782	FADS6	ENST00000310226
ENSG00000134982	APC	ENST00000257430
ENSG00000183542	KLRC4	ENST00000309384
ENSG00000134987	WDR36	ENST00000506538
ENSG00000134986	NREP	ENST00000395634
ENSG00000110492	MDK	ENST00000405308
ENSG00000171067	C11orf24	ENST00000304271
ENSG00000196091	MYBPC1	ENST00000452455
ENSG00000163993	S100P	ENST00000296370
ENSG00000179846	NKPD1	ENST00000317951
ENSG00000163995	ABLIM2	ENST00000447017
ENSG00000171060	C8orf74	ENST00000304519
ENSG00000105855	ITGB8	ENST00000222573
ENSG00000231672	DIRC3	ENST00000423123
ENSG00000111481	COPZ1	ENST00000549043
ENSG00000105856	HBP1	ENST00000222574
ENSG00000105851	PIK3CG	ENST00000359195
ENSG00000079689	SCGN	ENST00000377961
ENSG00000175766	EIF4E1B	ENST00000318682
ENSG00000105852	PON3	ENST00000265627
ENSG00000175768	TOMM5	ENST00000544379
ENSG00000187806	TMEM202	ENST00000341689
ENSG00000101298	SNPH	ENST00000381873
ENSG00000187800	PEAR1	ENST00000338302
ENSG00000187801	ZFP69B	ENST00000411995
ENSG00000082482	KCNK2	ENST00000444842
ENSG00000012174	MBTPS2	ENST00000379484
ENSG00000163463	KRTCAP2	ENST00000295682
ENSG00000142784	WDTC1	ENST00000319394
ENSG00000135587	SMPD2	ENST00000258052
ENSG00000123240	OPTN	ENST00000378748
ENSG00000142789	CELA3A	ENST00000290122
ENSG00000123243	ITIH5	ENST00000256861
ENSG00000139220	PPFIA2	ENST00000549396
ENSG00000185097	OR4F16	ENST00000332831
ENSG00000177728	KIAA0195	ENST00000314256
ENSG00000163466	ARPC2	ENST00000295685
ENSG00000171295	ZNF440	ENST00000304060
ENSG00000226479	TMEM185B	ENST00000426077
ENSG00000177721	ANXA2R	ENST00000314890
ENSG00000111728	ST8SIA1	ENST00000396037
ENSG00000137767	SQRDL	ENST00000260324
ENSG00000071082	RPL31	ENST00000409028
ENSG00000163191	S100A11	ENST00000271638
ENSG00000089876	DHX32	ENST00000284690
ENSG00000183072	NKX2-5	ENST00000329198
ENSG00000140854	KATNB1	ENST00000379661
ENSG00000183077	AFMID	ENST00000327898
ENSG00000204978	C19orf69	ENST00000378187
ENSG00000139780	METTL21C	ENST00000267273
ENSG00000171291	ZNF439	ENST00000304030
ENSG00000166220	TBATA	ENST00000299290
ENSG00000180660	MAB21L1	ENST00000379919
ENSG00000135638	EMX1	ENST00000258106
ENSG00000187942	LDLRAD2	ENST00000344642
ENSG00000187944	C2orf66	ENST00000342506
ENSG00000180667	YOD1	ENST00000315927
ENSG00000188419	CHM	ENST00000357749
ENSG00000135632	SMYD5	ENST00000389501
ENSG00000259752	FKSG62	ENST00000557832
ENSG00000165416	SUGT1	ENST00000343788
ENSG00000135631	RAB11FIP5	ENST00000258098
ENSG00000135636	DYSF	ENST00000410020
ENSG00000135637	CCDC142	ENST00000290418
ENSG00000147155	EBP	ENST00000495186
ENSG00000215033	AL603965.1	ENST00000335083
ENSG00000114054	PCCB	ENST00000469217
ENSG00000185894	BPY2C	ENST00000382287
ENSG00000114503	NCBP2	ENST00000321256
ENSG00000185896	LAMP1	ENST00000332556
ENSG00000185899	TAS2R60	ENST00000332690
ENSG00000169764	UGP2	ENST00000337130
ENSG00000068001	HYAL2	ENST00000447092
ENSG00000169762	TAPT1	ENST00000405303
ENSG00000115902	SLC1A4	ENST00000234256
ENSG00000184761	AC013269.5	ENST00000409259
ENSG00000183389	OR56A4	ENST00000330728
ENSG00000163449	TMEM169	ENST00000454545
ENSG00000168418	KCNG4	ENST00000308251
ENSG00000115904	SOS1	ENST00000426016
ENSG00000171298	GAA	ENST00000302262
ENSG00000163440	PDCL2	ENST00000295645
ENSG00000183386	FHL3	ENST00000373016
ENSG00000163444	TMEM183A	ENST00000367242
ENSG00000111727	HCFC2	ENST00000229330
ENSG00000205238	SPDYE2	ENST00000507918
ENSG00000179222	MAGED1	ENST00000375695
ENSG00000084774	CAD	ENST00000264705
ENSG00000063180	CA11	ENST00000084798
ENSG00000257591	ZNF625	ENST00000439556
ENSG00000187492	CDHR4	ENST00000412678
ENSG00000179241	LDLRAD3	ENST00000315571
ENSG00000179240	RP11-111M22.2	ENST00000321844
ENSG00000127366	TAS2R5	ENST00000247883
ENSG00000127364	TAS2R4	ENST00000247881
ENSG00000175567	UCP2	ENST00000310473
ENSG00000112531	QKI	ENST00000361752
ENSG00000255103	KIAA0754	ENST00000530275
ENSG00000176239	OR51B6	ENST00000380219
ENSG00000225781	OR6V1	ENST00000418316
ENSG00000176236	C10orf111	ENST00000378207
ENSG00000058668	ATP2B4	ENST00000357681
ENSG00000196131	VN1R2	ENST00000341702
ENSG00000176231	OR10H4	ENST00000322107
ENSG00000176230	OR4K17	ENST00000315543
ENSG00000118620	ZNF430	ENST00000261560
ENSG00000136238	RAC1	ENST00000356142
ENSG00000267849	AL133262.1	ENST00000595057
ENSG00000180398	MCFD2	ENST00000409105
ENSG00000132207	SLX1A	ENST00000251303
ENSG00000136231	IGF2BP3	ENST00000258729
ENSG00000132205	EMILIN2	ENST00000254528
ENSG00000136237	RAPGEF5	ENST00000344041
ENSG00000056097	ZFR	ENST00000265069
ENSG00000136235	GPNMB	ENST00000381990
ENSG00000103489	XYLT1	ENST00000261381
ENSG00000125255	SLC10A2	ENST00000245312
ENSG00000072954	TMEM38A	ENST00000187762
ENSG00000156958	GALK2	ENST00000560031
ENSG00000177380	PPFIA3	ENST00000334186
ENSG00000148200	NR6A1	ENST00000487099
ENSG00000138326	RPS24	ENST00000440692
ENSG00000137185	ZSCAN9	ENST00000425468
ENSG00000105143	SLC1A6	ENST00000221742
ENSG00000128805	ARHGAP22	ENST00000417912
ENSG00000144554	FANCD2	ENST00000287647
ENSG00000128802	GDF2	ENST00000249598
ENSG00000144550	CPNE9	ENST00000383832
ENSG00000116459	ATP5F1	ENST00000369722
ENSG00000177383	MAGEF1	ENST00000317897
ENSG00000142920	ADC	ENST00000294517
ENSG00000144559	TAMM41	ENST00000455809
ENSG00000157778	PSMG3	ENST00000288607
ENSG00000050730	TNIP3	ENST00000509841
ENSG00000154975	CA10	ENST00000451037
ENSG00000016391	CHDH	ENST00000315251
ENSG00000067715	SYT1	ENST00000261205
ENSG00000149269	PAK1	ENST00000278568
ENSG00000149262	INTS4	ENST00000534064
ENSG00000157613	CREB3L1	ENST00000529193
ENSG00000149260	CAPN5	ENST00000278559
ENSG00000235942	LCE6A	ENST00000431011
ENSG00000146205	ANO7	ENST00000274979
ENSG00000258231	RP11-362K2.2	ENST00000546977
ENSG00000226784	PGAM4	ENST00000458128
ENSG00000164418	GRIK2	ENST00000421544
ENSG00000228517	CT47A7	ENST00000434883
ENSG00000137364	TPMT	ENST00000309983
ENSG00000141002	TCF25	ENST00000263346
ENSG00000179869	ABCA13	ENST00000435803
ENSG00000187238	LCE3B	ENST00000335633
ENSG00000164411	GJB7	ENST00000525899
ENSG00000127585	FBXL16	ENST00000397621
ENSG00000164414	SLC35A1	ENST00000369552
ENSG00000179862	CITED4	ENST00000372638
ENSG00000187231	SESTD1	ENST00000428443
ENSG00000127580	WDR24	ENST00000293883
ENSG00000066405	CLDN18	ENST00000183605
ENSG00000082458	DLG3	ENST00000374360
ENSG00000100532	CGRRF1	ENST00000216420
ENSG00000172809	RPL38	ENST00000311111
ENSG00000166670	MMP10	ENST00000279441
ENSG00000205084	TMEM231	ENST00000258173
ENSG00000166676	TVP23A	ENST00000299866
ENSG00000182035	ADIG	ENST00000537425
ENSG00000126368	NR1D1	ENST00000246672
ENSG00000163354	DCST2	ENST00000368424
ENSG00000157593	SLC35B2	ENST00000393812
ENSG00000065621	GSTO2	ENST00000338595
ENSG00000186723	OR10H1	ENST00000334920
ENSG00000254505	CHMP4A	ENST00000347519
ENSG00000165895	ARHGAP42	ENST00000298815
ENSG00000077454	LRCH4	ENST00000310300
ENSG00000204152	TIMM23B	ENST00000478381
ENSG00000165891	E2F7	ENST00000322886
ENSG00000119574	ZBTB45	ENST00000594051
ENSG00000080709	KCNN2	ENST00000512097
ENSG00000165899	OTOGL	ENST00000458043
ENSG00000077458	FAM76B	ENST00000358780
ENSG00000197496	SLC2A10	ENST00000359271
ENSG00000139292	LGR5	ENST00000266674
ENSG00000178358	OR2D3	ENST00000317834
ENSG00000182545	RNASE10	ENST00000328444
ENSG00000112541	PDE10A	ENST00000539869
ENSG00000212658	KRTAP29-1	ENST00000391353
ENSG00000212659	KRTAP9-6	ENST00000391355
ENSG00000005243	COPZ2	ENST00000006101
ENSG00000268172	AL590452.1	ENST00000596396
ENSG00000169155	ZBTB43	ENST00000373464
ENSG00000212657	KRTAP16-1	ENST00000391352
ENSG00000005249	PRKAR2B	ENST00000265717
ENSG00000141378	PTRH2	ENST00000470557
ENSG00000124469	CEACAM8	ENST00000244336
ENSG00000260362	RP11-297M9.1	ENST00000561538
ENSG00000102024	PLS3	ENST00000420625
ENSG00000165097	KDM1B	ENST00000297792
ENSG00000063587	ZNF275	ENST00000440091
ENSG00000165092	ALDH1A1	ENST00000297785
ENSG00000165091	TMC1	ENST00000297784
ENSG00000021300	PLEKHB1	ENST00000354190
ENSG00000197110	IFNL3	ENST00000413851
ENSG00000158748	HTR6	ENST00000289753
ENSG00000167476	JSRP1	ENST00000300961
ENSG00000142039	CCDC97	ENST00000269967
ENSG00000153294	GPR115	ENST00000283303
ENSG00000101911	PRPS2	ENST00000398491
ENSG00000130283	GDF1	ENST00000247005
ENSG00000158747	NBL1	ENST00000289749
ENSG00000153291	SLC25A27	ENST00000371347
ENSG00000153292	GPR110	ENST00000371253
ENSG00000100399	CHADL	ENST00000216241
ENSG00000269175	AC093157.1	ENST00000593496
ENSG00000104369	JPH1	ENST00000342232
ENSG00000159164	SV2A	ENST00000369146
ENSG00000104365	IKBKB	ENST00000520810
ENSG00000159166	LAD1	ENST00000391967
ENSG00000159167	STC1	ENST00000290271
ENSG00000181291	TMEM132E	ENST00000321639
ENSG00000104361	NIPAL2	ENST00000341166
ENSG00000061455	PRDM6	ENST00000407847
ENSG00000213762	ZNF134	ENST00000396161
ENSG00000001036	FUCA2	ENST00000002165
ENSG00000122958	VPS26A	ENST00000373382
ENSG00000173928	SWSAP1	ENST00000312423
ENSG00000122952	ZWINT	ENST00000373944
ENSG00000180869	C1orf180	ENST00000370624
ENSG00000151033	LYZL2	ENST00000375318
ENSG00000145839	IL9	ENST00000274520
ENSG00000032444	PNPLA6	ENST00000414982
ENSG00000145833	DDX46	ENST00000354283
ENSG00000145832	SLC25A48	ENST00000412661
ENSG00000165323	FAT3	ENST00000298047
ENSG00000165322	ARHGAP12	ENST00000344936
ENSG00000185565	LSAMP	ENST00000490035
ENSG00000145780	FEM1C	ENST00000274457
ENSG00000185567	AHNAK2	ENST00000333244
ENSG00000145782	ATG12	ENST00000509910
ENSG00000154027	AK5	ENST00000354567
ENSG00000101624	CEP76	ENST00000262127
ENSG00000154025	SLC5A10	ENST00000395647
ENSG00000170122	FOXD4	ENST00000382500
ENSG00000196550	FAM72A	ENST00000367128
ENSG00000174151	CYB561D1	ENST00000369868
ENSG00000213339	QTRT1	ENST00000250237
ENSG00000160633	SAFB	ENST00000588852
ENSG00000170128	GPR25	ENST00000304244
ENSG00000174156	GSTA3	ENST00000211122
ENSG00000174405	LIG4	ENST00000356922
ENSG00000175575	PAAF1	ENST00000310571
ENSG00000197977	ELOVL2	ENST00000354666
ENSG00000197976	AKAP17A	ENST00000313871
ENSG00000197971	MBP	ENST00000397860
ENSG00000138347	MYPN	ENST00000358913
ENSG00000175573	C11orf68	ENST00000438576
ENSG00000105887	MTPN	ENST00000393085
ENSG00000197753	LHFPL5	ENST00000360215
ENSG00000138346	DNA2	ENST00000399180
ENSG00000171659	GPR34	ENST00000378142
ENSG00000197757	HOXC6	ENST00000243108
ENSG00000197756	RPL37A	ENST00000491306
ENSG00000165695	AK8	ENST00000298545
ENSG00000179403	VWA1	ENST00000476993
ENSG00000151135	C12orf23	ENST00000280756
ENSG00000179407	DNAJB8	ENST00000469083
ENSG00000165694	FRMD7	ENST00000298542
ENSG00000179409	GEMIN4	ENST00000319004
ENSG00000082258	CCNT2	ENST00000264157
ENSG00000166575	TMEM135	ENST00000305494
ENSG00000151292	CSNK1G3	ENST00000395412
ENSG00000113141	IK	ENST00000417647
ENSG00000169228	RAB24	ENST00000303251
ENSG00000196155	PLEKHG4	ENST00000360461
ENSG00000108468	CBX1	ENST00000393408
ENSG00000092964	DPYSL2	ENST00000311151
ENSG00000169220	RGS14	ENST00000408923
ENSG00000169221	TBC1D10B	ENST00000409939
ENSG00000169223	LMAN2	ENST00000303127
ENSG00000169224	GCSAML	ENST00000366488
ENSG00000108387	SEPT4	ENST00000457347
ENSG00000204283	FLJ45079	ENST00000374983
ENSG00000170381	SEMA3E	ENST00000307792
ENSG00000183801	OLFML1	ENST00000329293
ENSG00000170382	LRRN2	ENST00000367175
ENSG00000170385	SLC30A1	ENST00000367001
ENSG00000183807	FAM162B	ENST00000368557
ENSG00000183808	RBM12B	ENST00000399300
ENSG00000100320	RBFOX2	ENST00000438146
ENSG00000089091	DZANK1	ENST00000262547
ENSG00000073861	TBX21	ENST00000177694
ENSG00000072756	TRNT1	ENST00000251607
ENSG00000150401	DCUN1D2	ENST00000478244
ENSG00000171471	MAP1LC3B2	ENST00000306985
ENSG00000111816	FRK	ENST00000606080
ENSG00000111817	DSE	ENST00000331677
ENSG00000256018	HIST1H3G	ENST00000305910
ENSG00000124275	MTRR	ENST00000264668
ENSG00000171476	HOPX	ENST00000554144
ENSG00000171478	SPACA5B	ENST00000304270
ENSG00000124279	FASTKD3	ENST00000264669
ENSG00000100101	NOL12	ENST00000359114
ENSG00000125249	RAP2A	ENST00000245304
ENSG00000161956	SENP3	ENST00000429205
ENSG00000177034	MTX3	ENST00000512560
ENSG00000109854	HTATIP2	ENST00000419348
ENSG00000185158	LRRC37B	ENST00000341671
ENSG00000107816	LZTS2	ENST00000370220
ENSG00000107815	C10orf2	ENST00000311916
ENSG00000129515	SNX6	ENST00000362031
ENSG00000117245	KIF17	ENST00000247986
ENSG00000101146	RAE1	ENST00000395841
ENSG00000185155	MIXL1	ENST00000542034
ENSG00000107819	SFXN3	ENST00000224807
ENSG00000255298	OR8G5	ENST00000524943
ENSG00000169592	INO80E	ENST00000563197
ENSG00000253626	EIF5AL1	ENST00000520547
ENSG00000125245	GPR18	ENST00000340807
ENSG00000177030	DEAF1	ENST00000382409
ENSG00000169594	BNC1	ENST00000345382
ENSG00000232866	AL513478.1	ENST00000377437
ENSG00000169598	DFFB	ENST00000378209
ENSG00000169599	NFU1	ENST00000410022
ENSG00000146842	TMEM209	ENST00000397622
ENSG00000106635	BCL7B	ENST00000223368
ENSG00000106636	YKT6	ENST00000223369
ENSG00000156564	LRFN2	ENST00000338305
ENSG00000106144	CASP2	ENST00000310447
ENSG00000106633	GCK	ENST00000345378
ENSG00000167880	EVPL	ENST00000301607
ENSG00000046889	PREX2	ENST00000288368
ENSG00000106638	TBL2	ENST00000305632
ENSG00000128383	APOBEC3A	ENST00000402255
ENSG00000260861	RP4-576H24.4	ENST00000564763
ENSG00000129946	SHC2	ENST00000264554
ENSG00000121690	DEPDC7	ENST00000241051
ENSG00000128422	KRT17	ENST00000311208
ENSG00000131495	NDUFA2	ENST00000252102
ENSG00000118434	SPACA1	ENST00000237201
ENSG00000181803	OR6S1	ENST00000320704
ENSG00000089094	KDM2B	ENST00000377071
ENSG00000129518	EAPP	ENST00000250454
ENSG00000167881	SRP68	ENST00000307877
ENSG00000118432	CNR1	ENST00000537554
ENSG00000072274	TFRC	ENST00000360110
ENSG00000152670	DDX4	ENST00000505374
ENSG00000152672	CLEC4F	ENST00000272367
ENSG00000110148	CCKBR	ENST00000334619
ENSG00000185513	L3MBTL1	ENST00000427442
ENSG00000206203	TSSK2	ENST00000399635
ENSG00000077935	SMC1B	ENST00000357450
ENSG00000063515	GSC2	ENST00000086933
ENSG00000137033	IL33	ENST00000381434
ENSG00000102393	GLA	ENST00000218516
ENSG00000102390	PBDC1	ENST00000373358
ENSG00000036257	CUL3	ENST00000264414
ENSG00000181092	ADIPOQ	ENST00000412955
ENSG00000143314	MRPL24	ENST00000368211
ENSG00000143315	PIGM	ENST00000368090
ENSG00000134516	DOCK2	ENST00000256935
ENSG00000198515	CNGA1	ENST00000402813
ENSG00000134042	MRO	ENST00000436348
ENSG00000237847	FAM231A	ENST00000434336
ENSG00000124588	NQO2	ENST00000338130
ENSG00000143641	GALNT2	ENST00000366672
ENSG00000196152	ZNF79	ENST00000342483
ENSG00000124587	PEX6	ENST00000304611
ENSG00000167332	OR51E2	ENST00000396950
ENSG00000171385	KCND3	ENST00000315987
ENSG00000143318	CASQ1	ENST00000368078
ENSG00000143319	ISG20L2	ENST00000313146
ENSG00000198518	HIST1H4E	ENST00000360441
ENSG00000128039	SRD5A3	ENST00000264228
ENSG00000135931	ARMC9	ENST00000349938
ENSG00000135930	EIF4E2	ENST00000258416
ENSG00000166317	SYNPO2L	ENST00000394810
ENSG00000135932	CAB39	ENST00000258418
ENSG00000166311	SMPD1	ENST00000342245
ENSG00000147526	TACC1	ENST00000317827
ENSG00000166313	APBB1	ENST00000609360
ENSG00000188060	RAB42	ENST00000373826
ENSG00000171791	BCL2	ENST00000398117
ENSG00000188112	C6orf132	ENST00000341865
ENSG00000176956	LY6H	ENST00000414417
ENSG00000188069	OR51F1	ENST00000343430
ENSG00000103342	GSPT1	ENST00000434724
ENSG00000078018	MAP2	ENST00000360351
ENSG00000078549	ADCYAP1R1	ENST00000396211
ENSG00000136918	WDR38	ENST00000373574
ENSG00000100815	TRIP11	ENST00000267622
ENSG00000229833	PET100	ENST00000594797
ENSG00000137038	TMEM261	ENST00000358227
ENSG00000063127	SLC6A16	ENST00000335875
ENSG00000184575	XPOT	ENST00000332707
ENSG00000184574	LPAR5	ENST00000329858
ENSG00000178927	C17orf62	ENST00000437807
ENSG00000135451	TROAP	ENST00000257909
ENSG00000178922	HYI	ENST00000372425
ENSG00000127837	AAMP	ENST00000248450
ENSG00000175489	LRRC25	ENST00000339007
ENSG00000178928	TPRX1	ENST00000322175
ENSG00000163833	FBXO40	ENST00000338040
ENSG00000163832	ELP6	ENST00000296149
ENSG00000168310	IRF2	ENST00000393593
ENSG00000235961	PNMA6C	ENST00000421798
ENSG00000168314	MOBP	ENST00000311042
ENSG00000105447	GRWD1	ENST00000253237
ENSG00000095464	PDE6C	ENST00000371447
ENSG00000107077	KDM4C	ENST00000381309
ENSG00000179115	FARSA	ENST00000314606
ENSG00000140795	MYLK3	ENST00000394809
ENSG00000188603	CLN3	ENST00000569430
ENSG00000118298	CA14	ENST00000369111
ENSG00000114268	PFKFB4	ENST00000232375
ENSG00000268412	AC013449.1	ENST00000599234
ENSG00000139697	SBNO1	ENST00000420886
ENSG00000129521	EGLN3	ENST00000250457
ENSG00000118292	C1orf54	ENST00000369102
ENSG00000040487	PQLC2	ENST00000375153
ENSG00000108671	PSMD11	ENST00000261712
ENSG00000131059	BPIFA3	ENST00000375454
ENSG00000204709	C6orf100	ENST00000377186
ENSG00000179111	HES7	ENST00000541682
ENSG00000102539	MLNR	ENST00000218721
ENSG00000146833	TRIM4	ENST00000355947
ENSG00000204703	OR2B3	ENST00000377173
ENSG00000204702	OR2J1	ENST00000377171
ENSG00000204701	OR2J3	ENST00000377169
ENSG00000204700	OR2J2	ENST00000377167
ENSG00000215305	VPS16	ENST00000380445
ENSG00000203797	DDO	ENST00000368924
ENSG00000102531	FNDC3A	ENST00000492622
ENSG00000204704	OR2W1	ENST00000377175
ENSG00000106852	LHX6	ENST00000394319
ENSG00000106853	PTGR1	ENST00000407693
ENSG00000115241	PPM1G	ENST00000344034
ENSG00000177731	FLII	ENST00000327031
ENSG00000159496	RGL4	ENST00000290691
ENSG00000203791	METTL10	ENST00000368836
ENSG00000154133	ROBO4	ENST00000306534
ENSG00000153107	ANAPC1	ENST00000341068
ENSG00000130560	UBAC1	ENST00000371756
ENSG00000182809	CRIP2	ENST00000483017
ENSG00000147432	CHRNB3	ENST00000289957
ENSG00000133316	WDR74	ENST00000525239
ENSG00000185198	PRSS57	ENST00000329267
